Equipment_ID,Base_ID,Base,Type_ID,Equipment_Type,Category,Status,Last_Service,Next_Service,Fuel_Used_L,Operating_Hours,Maintenance_Cost_INR,Spare_Parts,Readiness_Pct,Downtime_Days,Is_Critical
EQ-2097,B08,Pune,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-27,2026-10-25,913,198,85000,Available,88.9,0,0
EQ-2098,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-09,2026-09-07,480,95,58200,Available,84.2,0,0
EQ-2099,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-14,2026-09-12,547,216,19700,Available,92.6,0,0
EQ-2100,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-22,2026-08-21,223,212,92100,Available,88.2,0,0
EQ-2101,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-25,2026-08-24,523,244,152700,Critical Shortage,98.4,0,0
EQ-2102,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-09,2026-08-08,121,45,13600,Available,80.3,0,0
EQ-2103,B06,Jodhpur,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-05,2026-08-04,327,299,210700,Low,59.1,19,1
EQ-2104,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-18,2026-09-16,445,168,17600,Available,92.4,0,0
EQ-2105,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-21,2026-08-05,492,326,62600,Available,92.8,0,0
EQ-2106,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-03,2026-08-02,162,143,96800,Available,95.4,0,0
EQ-2107,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-05,2026-08-19,806,225,58900,Available,82.4,0,0
EQ-2108,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-07-21,2026-09-04,265,196,108200,Available,34.5,36,1
EQ-2109,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-26,2026-09-09,320,222,58100,Available,94.0,0,0
EQ-2110,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-29,2026-08-28,306,290,125900,Available,84.9,0,0
EQ-2111,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-08-02,2026-10-31,934,185,72200,Available,96.9,0,0
EQ-2112,B05,Leh,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-20,2026-08-19,243,205,95300,Available,88.3,0,0
EQ-2113,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-16,2026-08-15,274,238,109400,Available,91.3,0,0
EQ-2114,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-07,2026-08-06,497,197,19500,Low,95.0,0,0
EQ-2115,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-23,2026-09-21,938,202,85900,Available,88.3,0,0
EQ-2116,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-17,2026-08-31,381,281,56300,Available,84.3,0,0
EQ-2117,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-01,2026-07-31,353,315,106600,Low,98.2,0,0
EQ-2118,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-09,2026-08-23,387,256,61800,Available,94.3,0,0
EQ-2119,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-16,2026-07-31,410,272,63600,Available,92.7,0,0
EQ-2120,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-25,2026-08-24,602,222,20700,Critical Shortage,86.2,0,0
EQ-2121,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-06,2026-09-04,1289,250,82100,Available,86.2,0,0
EQ-2122,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-06-13,2026-09-11,1241,254,163600,Available,46.5,6,1
EQ-2123,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-09,2026-09-07,492,203,21500,Available,94.2,0,0
EQ-2124,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-24,2026-09-22,332,123,16300,Available,97.4,0,0
EQ-2125,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-25,2026-08-24,674,248,19500,Available,84.6,0,0
EQ-2126,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-02,2026-09-30,674,137,112000,Low,48.9,19,1
EQ-2127,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-28,2026-09-26,459,188,17900,Available,94.7,0,0
EQ-2128,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-12,2026-08-10,801,157,74600,Available,85.2,0,0
EQ-2129,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,449,172,17000,Critical Shortage,97.4,0,0
EQ-2130,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-07-17,2026-09-30,802,211,92400,Available,49.4,11,1
EQ-2131,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-03,2026-08-02,501,189,17900,Available,82.2,0,0
EQ-2132,B06,Jodhpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-02,2026-09-01,243,216,107800,Available,96.1,0,0
EQ-2133,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-19,2026-08-03,497,356,54100,Low,84.8,0,0
EQ-2134,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-04,2026-09-02,1048,217,72500,Low,81.8,0,0
EQ-2135,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-29,2026-08-13,318,245,53100,Available,85.4,0,0
EQ-2136,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-15,2026-09-13,1089,243,91000,Available,83.2,0,0
EQ-2137,B08,Pune,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-18,2026-08-16,1319,254,77600,Low,86.2,0,0
EQ-2138,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-03,2026-08-02,328,119,18800,Available,87.3,0,0
EQ-2139,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-16,2026-08-15,272,224,185100,Critical Shortage,56.1,20,1
EQ-2140,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-20,2026-09-18,1018,230,74000,Available,98.7,0,0
EQ-2141,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-14,2026-08-28,599,180,55300,Low,82.8,0,0
EQ-2142,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-12,2026-09-10,635,236,21100,Available,83.9,0,0
EQ-2143,B08,Pune,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-23,2026-08-22,195,187,91300,Available,84.2,0,0
EQ-2144,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-02,2026-08-31,979,201,79500,Available,98.1,0,0
EQ-2145,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-11,2026-08-25,368,249,45700,Available,89.6,0,0
EQ-2146,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-07,2026-08-06,209,195,110900,Available,88.4,0,0
EQ-2147,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-06-13,2026-08-12,326,125,32200,Available,33.6,46,1
EQ-2148,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-24,2026-09-22,294,110,15800,Available,93.9,0,0
EQ-2149,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-22,2026-10-20,1311,274,89900,Available,93.3,0,0
EQ-2150,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-07,2026-09-05,376,136,18000,Available,92.7,0,0
EQ-2151,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-04,2026-09-02,683,145,72200,Available,81.5,0,0
EQ-2152,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-16,2026-08-30,191,130,47700,Available,97.8,0,0
EQ-2153,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,377,146,18500,Critical Shortage,82.0,0,0
EQ-2154,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-14,2026-08-28,419,128,42000,Available,89.7,0,0
EQ-2155,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,611,248,21100,Available,88.7,0,0
EQ-2156,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-04,2026-08-18,427,320,59400,Available,81.3,0,0
EQ-2157,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-22,2026-09-20,372,144,18700,Available,98.9,0,0
EQ-2158,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-03,2026-08-02,696,276,25600,Available,89.6,0,0
EQ-2159,B08,Pune,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-05,2026-08-04,296,244,107700,Available,86.2,0,0
EQ-2160,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-03,2026-08-02,453,160,20800,Available,86.9,0,0
EQ-2161,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-01,2026-07-31,158,62,16500,Available,81.0,0,0
EQ-2162,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-23,2026-08-22,364,309,120800,Available,82.5,0,0
EQ-2163,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-24,2026-08-08,248,176,75600,Available,50.3,16,1
EQ-2164,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-08-04,2026-10-18,414,112,51300,Available,93.7,0,0
EQ-2165,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-18,2026-09-16,1109,246,93000,Available,86.4,0,0
EQ-2166,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,764,284,21000,Available,88.7,0,0
EQ-2167,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-04-28,2026-07-27,1204,264,122100,Low,54.3,19,1
EQ-2168,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-25,2026-09-23,466,223,127500,Available,86.2,0,0
EQ-2169,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-01,2026-07-31,518,201,21300,Available,93.5,0,0
EQ-2170,B03,Bhopal,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-30,2026-09-28,583,237,151100,Low,95.7,0,0
EQ-2171,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-05,2026-09-03,1096,232,75400,Critical Shortage,99.0,0,0
EQ-2172,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-19,2026-09-17,508,209,155600,Available,88.4,0,0
EQ-2173,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,459,179,19800,Available,94.8,0,0
EQ-2174,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-30,2026-09-13,379,256,60000,Available,95.2,0,0
EQ-2175,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-22,2026-08-21,330,157,126900,Available,94.2,0,0
EQ-2176,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-09,2026-09-07,450,162,20300,Critical Shortage,94.6,0,0
EQ-2177,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-22,2026-10-20,516,110,59300,Available,86.2,0,0
EQ-2178,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-03,2026-09-02,206,190,108800,Available,92.5,0,0
EQ-2179,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-23,2026-08-07,303,200,56400,Available,89.8,0,0
EQ-2180,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-11,2026-08-10,293,139,132400,Available,93.6,0,0
EQ-2181,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-01,2026-07-31,213,203,91100,Low,94.4,0,0
EQ-2182,B05,Leh,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-25,2026-09-23,597,264,166700,Available,90.1,0,0
EQ-2183,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-28,2026-08-12,413,315,53500,Low,97.4,0,0
EQ-2184,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-23,2026-09-06,432,116,41900,Available,84.2,0,0
EQ-2185,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-31,2026-08-29,683,145,65200,Available,82.3,0,0
EQ-2186,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-02,2026-07-31,1148,242,84800,Available,83.1,0,0
EQ-2187,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-07,2026-09-05,371,130,36800,Available,21.6,33,1
EQ-2188,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-09,2026-08-08,413,164,19700,Low,91.3,0,0
EQ-2189,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-22,2026-08-21,532,199,19100,Critical Shortage,81.3,0,0
EQ-2190,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-19,2026-10-17,778,146,75000,Available,94.8,0,0
EQ-2191,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-15,2026-08-29,368,266,54500,Available,84.5,0,0
EQ-2192,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-28,2026-10-26,649,128,68500,Available,92.3,0,0
EQ-2193,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-12,2026-08-26,297,223,49000,Available,83.1,0,0
EQ-2194,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-31,2026-08-30,245,210,103700,Available,88.9,0,0
EQ-2195,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-07,2026-08-06,299,103,16100,Available,97.0,0,0
EQ-2196,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-29,2026-09-12,383,286,59300,Available,89.0,0,0
EQ-2197,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-23,2026-09-06,371,258,58500,Low,83.8,0,0
EQ-2198,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-30,2026-09-13,410,293,52900,Critical Shortage,93.8,0,0
EQ-2199,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-17,2026-09-15,481,185,30500,Available,67.9,18,0
EQ-2200,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-25,2026-08-24,280,263,98900,Available,83.2,0,0
EQ-2201,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-06-10,2026-08-24,683,201,86400,Critical Shortage,64.9,4,0
EQ-2202,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-10,2026-08-24,315,234,56100,Available,92.8,0,0
EQ-2203,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-12,2026-08-26,410,267,47700,Available,85.1,0,0
EQ-2204,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-03,2026-08-17,385,292,63900,Available,91.7,0,0
EQ-2205,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-04,2026-10-03,474,177,20200,Available,92.7,0,0
EQ-2206,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-29,2026-09-27,966,197,71500,Available,94.4,0,0
EQ-2207,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-22,2026-10-05,517,159,50900,Available,94.4,0,0
EQ-2208,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-12,2026-08-26,304,220,60700,Available,90.6,0,0
EQ-2209,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,273,111,16200,Available,92.7,0,0
EQ-2210,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-06,2026-09-04,644,253,21100,Critical Shortage,80.7,0,0
EQ-2211,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-18,2026-08-17,342,119,18400,Available,84.5,0,0
EQ-2212,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-09,2026-08-08,351,160,137400,Critical Shortage,97.7,0,0
EQ-2213,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-10,2026-08-09,182,159,88000,Available,91.6,0,0
EQ-2214,B05,Leh,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-04,2026-09-02,548,239,161600,Low,83.1,0,0
EQ-2215,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-27,2026-09-10,358,242,55000,Available,98.5,0,0
EQ-2216,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-20,2026-08-19,620,257,134600,Critical Shortage,87.9,0,0
EQ-2217,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-14,2026-09-12,382,144,19000,Low,89.7,0,0
EQ-2218,B08,Pune,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-04,2026-10-02,1066,208,83700,Available,88.8,0,0
EQ-2219,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-01,2026-08-15,313,209,45200,Low,92.8,0,0
EQ-2220,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-22,2026-08-21,700,271,44800,Available,53.8,7,1
EQ-2221,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-23,2026-08-22,290,121,17200,Critical Shortage,93.8,0,0
EQ-2222,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-07-30,2026-10-13,807,210,114500,Low,49.8,3,1
EQ-2223,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-28,2026-09-11,436,298,58200,Available,92.1,0,0
EQ-2224,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-01,2026-09-15,404,284,60700,Low,87.2,0,0
EQ-2225,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-02,2026-08-01,449,166,19600,Available,88.9,0,0
EQ-2226,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-08-03,2026-10-17,733,188,57700,Low,94.5,0,0
EQ-2227,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-22,2026-09-20,919,197,71300,Available,93.5,0,0
EQ-2228,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-08-04,2026-10-18,635,187,53900,Available,93.1,0,0
EQ-2229,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-09,2026-08-08,576,218,18800,Low,80.2,0,0
EQ-2230,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-05-14,2026-08-12,1632,305,136300,Critical Shortage,64.1,6,0
EQ-2231,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-27,2026-10-25,832,167,76300,Available,86.9,0,0
EQ-2232,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-25,2026-08-24,294,113,24100,Low,67.9,19,0
EQ-2233,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-26,2026-09-09,357,254,58100,Available,90.6,0,0
EQ-2234,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-07,2026-08-06,752,291,21200,Available,87.1,0,0
EQ-2235,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-28,2026-08-27,174,154,100900,Available,86.9,0,0
EQ-2236,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-26,2026-09-24,621,248,22600,Available,95.7,0,0
EQ-2237,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-04,2026-09-02,672,250,19400,Available,90.0,0,0
EQ-2238,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-17,2026-08-01,345,226,47700,Low,93.3,0,0
EQ-2239,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-08,2026-08-07,571,200,21300,Available,91.8,0,0
EQ-2240,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-24,2026-09-22,698,248,24000,Available,81.6,0,0
EQ-2241,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-20,2026-08-19,188,176,105300,Available,81.5,0,0
EQ-2242,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-31,2026-09-14,373,247,56300,Available,96.4,0,0
EQ-2243,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-30,2026-08-14,311,225,54000,Critical Shortage,92.4,0,0
EQ-2244,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-05,2026-09-19,260,199,59400,Available,82.6,0,0
EQ-2245,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-14,2026-09-12,350,145,33700,Available,33.6,28,1
EQ-2246,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-20,2026-09-18,643,133,70500,Available,86.6,0,0
EQ-2247,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-20,2026-08-03,695,196,50500,Available,92.1,0,0
EQ-2248,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-19,2026-09-17,356,140,19700,Low,98.9,0,0
EQ-2249,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-25,2026-08-24,223,206,93600,Critical Shortage,95.4,0,0
EQ-2250,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-07,2026-09-05,274,104,28400,Critical Shortage,49.8,16,1
